time,z_pos,rotation,z_speed,rz_speed,z_target,rz_target
0.0,0.08099,0.0,-0.0001,-0.0075,-0.105,0.11200133965676702
0.02076864242553711,0.08096,0.0001557648181915283,-0.0001,-0.0075,-0.105,0.11200133965676702
0.04108738899230957,0.08096,0.00030815541744232176,-0.0001,-0.0075,-0.105,0.11200133965676702
0.061959028244018555,0.08092,0.00046469271183013916,-0.00018818206160521898,-0.0075,-0.105,0.11200133965676702
0.08295345306396484,0.08105,0.0006221508979797363,-0.000161298932398161,-0.0075,-0.105,0.11200133965676702
0.1036677360534668,0.08103,0.0007775080204010009,-0.00010753264462525769,-0.00924933465526583,-0.105,0.11200133965676702
0.12415146827697754,0.08105,0.0009669689147251042,-0.000161298932398161,-0.011498702153667644,-0.105,0.11200133965676702
0.14487767219543457,0.08099,0.0012052933603596207,-0.0001,-0.014323991950972899,-0.105,0.11200133965676702
0.16553568840026855,0.08102,0.0015011986182007304,-0.0001,-0.017823785626638704,-0.105,0.11200133965676702
0.1862630844116211,0.08104,0.0018706392813055243,-0.00013441579282913124,-0.022177671728616052,-0.105,0.11200133965676702
0.20678329467773438,0.08108,0.0023257297683895615,-0.00024194828202589116,-0.02751140785702887,-0.105,0.11200133965676702
0.22739958763122559,0.08106,0.0028929130123330486,-0.0001881820616052936,-0.03410263214575609,-0.105,0.11200133965676702
0.2479701042175293,0.08101,0.0035944217725239385,-0.0001,-0.04214905223062157,-0.105,0.11200133965676702
0.26853036880493164,0.08097,0.004461017438493759,-0.0001,-0.05189278956183532,-0.105,0.11200133965676702
0.2892627716064453,0.081,0.005536879654183913,-0.0001,-0.06362727043757567,-0.105,0.11200133965676702
0.30963826179504395,0.08101,0.006833316478712048,-0.0001,-0.07714025782518175,-0.105,0.11200133965676702
0.3301889896392822,0.08097,0.00841860492311173,-0.0001,-0.09259658857658076,-0.105,0.11200133965676702
0.3511037826538086,0.08098,0.010355243407042174,-0.0001,-0.1097199731202055,-0.105,0.11200133965676702
0.37151527404785156,0.0809,0.012594791694139875,-0.00024194828202581654,-0.12699172234465925,-0.105,0.11200133965676702
0.39186620712280273,0.08092,0.015179191736648816,-0.00018818206160521898,-0.14360077464764814,-0.105,0.11200133965676702
0.4124157428741455,0.08092,0.01813012098919118,-0.00018818206160521898,-0.15857754890056516,-0.105,0.11200133965676702
0.4330615997314453,0.08094,0.02140409036457371,-0.00013441579282913124,-0.17097764790845965,-0.105,0.11200133965676702
0.45365428924560547,0.08098,0.024924979981814012,-0.0001,-0.18042850386093948,-0.105,0.11200133965676702
0.4742701053619385,0.08101,0.02864466083955622,-0.0001,-0.18720671016205498,-0.105,0.11200133965676702
0.49477195739746094,0.08105,0.032482745111355606,-0.000161298932398161,-0.19180264899144783,-0.105,0.11200133965676702
0.5153183937072754,0.08102,0.036423606022912086,-0.0001,-0.19180264899144783,-0.105,0.11200133965676702
0.5361247062683105,0.081,0.04041431188786267,-0.0001,-0.19180264899144783,-0.105,0.11200133965676702
0.5568821430206299,0.08096,0.04439564324322995,-0.0001,-0.19180264899144783,-0.105,0.11200133965676702
0.5778167247772217,0.08097,0.048410951479672296,-0.0001,-0.19180264899144783,-0.105,0.11200133965676702
0.598358154296875,0.08095,0.05235085207561293,-0.00010753264462518307,-0.19180264899144783,-0.105,0.11200133965676702
0.6189208030700684,0.08097,0.05629482258059216,-0.0001,-0.19180264899144783,-0.105,0.11200133965676702
0.6394929885864258,0.08094,0.06024062225817301,-0.00013441579282913124,-0.19180264899144783,-0.105,0.11200133965676702
0.6601846218109131,0.08091,0.06420933232258913,-0.00021506517872347823,-0.19180264899144783,-0.105,0.11200133965676702
0.6811215877532959,0.08092,0.06822509785218188,-0.00018818206160521898,-0.19180264899144783,-0.105,0.11200133965676702
0.7017550468444824,0.08089,0.07218264996372813,-0.00026883136978541364,-0.19180264899144783,-0.105,0.11200133965676702
0.7224440574645996,0.08085,0.07615085700567881,-0.0003763635308562541,-0.19180264899144783,-0.105,0.11200133965676702
0.743194580078125,0.08086,0.08013086221090993,-0.0003494805225376032,-0.19117575663991457,-0.105,0.11200133965676702
0.7654433250427246,0.08086,0.08438428286380574,-0.0003494805225376032,-0.18374542457766493,-0.105,0.11200133965676702
0.7862758636474609,0.08089,0.08821216651476362,-0.00026883136978541364,-0.16475402496311442,-0.105,0.11200133965676702
0.8069355487823486,0.08089,0.09161593279520698,-0.00026883136978541364,-0.13430077416643277,-0.105,0.11200133965676702
0.8277075290679932,0.08084,0.09440562582853892,-0.00040324651499738524,-0.09843022885115117,-0.105,0.11200133965676702
0.8485193252563477,0.08081,0.09645413569016217,-0.0004838953050857825,-0.06540665604550594,-0.105,0.11200133965676702
0.8692891597747803,0.0808,0.09781262111263138,-0.0005107781752472162,-0.0402728933590328,-0.105,0.11200133965676702
0.8897781372070312,0.08083,0.09863777151579606,-0.00043012947323398305,-0.023554998376620048,-0.105,0.11200133965676702
0.9106566905975342,0.08083,0.09912956580701553,-0.00043012947323398305,-0.013334091828872225,-0.105,0.11200133965676702
0.9314165115356445,0.08083,0.09940637916575523,-0.00043012947323398305,-0.007405334170310458,-0.105,0.11200133965676702
0.951899528503418,0.0808,0.09955806275121773,-0.0005107781752472162,-0.004068916850347269,-0.105,0.11200133965676702
0.9729084968566895,0.08081,0.09964354649655877,-0.0004838953050857825,-0.0022220931910661404,-0.105,0.11200133965676702
0.9935922622680664,0.08082,0.099689507750845,-0.00045701240383911544,-0.0012095141386152398,-0.105,0.11200133965676702
1.0141007900238037,0.08086,0.09971431310512774,-0.0003494805225376032,-0.0006571771768046641,-0.105,0.11200133965676702
1.0349280834197998,0.08089,0.0997280003270022,-0.00026883136978541364,-0.0003567174253382386,-0.105,0.11200133965676702
1.0554718971252441,0.08085,0.09973532866333383,-0.0003763635308562541,-0.00019352446583060164,-0.105,0.11200133965676702
1.0765142440795898,0.0808,0.099739400872288,-0.0005107781752472162,-0.00010495892698836458,-0.105,0.11200133965676702
1.0970394611358643,0.08084,0.09974155517704643,-0.00040324651499738524,0.0,-0.105,0.11200133965676702
1.1178810596466064,0.08085,0.09974155517704643,-0.0003763635308562541,0.0,-0.105,0.11200133965676702
1.1384572982788086,0.08078,0.09974155517704643,-0.0005645438154064544,0.0,-0.105,0.11200133965676702
1.1595690250396729,0.08073,0.09974155517704643,-0.0006989572509291139,0.0,-0.105,0.11200133965676702
1.1809732913970947,0.0807,0.09974155517704643,-0.0007796047872538,0.0,-0.105,0.11200133965676702
1.2016687393188477,0.08073,0.09974155517704643,-0.0006989572509291139,0.0,-0.105,0.11200133965676702
1.2222785949707031,0.08081,0.09974155517704643,-0.0004838953050857825,0.0,-0.105,0.11200133965676702
1.2431566715240479,0.08079,0.09974155517704643,-0.0005376610125963575,0.0,-0.105,0.11200133965676702
1.2636797428131104,0.08075,0.09974155517704643,-0.0006451919993330824,0.0,-0.105,0.11200133965676702
1.2843475341796875,0.08068,0.09974155517704643,-0.0008333695639442557,0.0,-0.105,0.11200133965676702
