time,z_pos,rotation,z_target,rz_target
0.0,0.08095,0.0,-0.105,-0.17397432716078884
0.02080559730529785,0.08096,-0.0013158615113000567,-0.105,-0.17397432716078884
0.04164624214172363,0.08095,-0.0026339396230947117,-0.105,-0.17397432716078884
0.062489986419677734,0.08093,-0.003952213760783447,-0.105,-0.17397432716078884
0.08323144912719727,0.08093,-0.0053502937124667695,-0.105,-0.17397432716078884
0.10396647453308105,0.0809,-0.006976463165855901,-0.105,-0.17397432716078884
0.12463068962097168,0.08102,-0.008827047926539794,-0.105,-0.17397432716078884
0.14641070365905762,0.08111,-0.011021056461475253,-0.105,-0.17397432716078884
0.16695880889892578,0.08101,-0.013333950890552873,-0.105,-0.17397432716078884
0.18794846534729004,0.08099,-0.01593265702100922,-0.105,-0.17397432716078884
0.20900368690490723,0.08091,-0.018782207366385244,-0.105,-0.17397432716078884
0.22972488403320312,0.0809,-0.02182702000013733,-0.105,-0.17397432716078884
0.2508506774902344,0.08086,-0.02517345711045613,-0.105,-0.17397432716078884
0.2714235782623291,0.08082,-0.028673226090064296,-0.105,-0.17397432716078884
0.2921748161315918,0.08071,-0.032440738602430755,-0.105,-0.17397432716078884
0.31296801567077637,0.08066,-0.036456233728184496,-0.105,-0.17397432716078884
0.33402514457702637,0.08053,-0.04052269778178397,-0.105,-0.17397432716078884
0.35482168197631836,0.08046,-0.04453883750102447,-0.105,-0.17397432716078884
0.3754844665527344,0.08041,-0.048529147438402774,-0.105,-0.17397432716078884
0.39607906341552734,0.08022,-0.05250628925169447,-0.105,-0.17397432716078884
0.4167449474334717,0.08014,-0.05649719774016762,-0.105,-0.17397432716078884
0.4378230571746826,0.08001,-0.06056771352425528,-0.105,-0.17397432716078884
0.4587275981903076,0.07982,-0.06460471044703156,-0.105,-0.17397432716078884
0.4794278144836426,0.0796,-0.06860224903993993,-0.105,-0.17397432716078884
0.5000312328338623,0.07943,-0.07258109442173234,-0.105,-0.17397432716078884
0.5212371349334717,0.07922,-0.07659553057247213,-0.105,-0.17397432716078884
0.541823148727417,0.07876,-0.08065177321506731,-0.105,-0.17397432716078884
0.5623648166656494,0.07854,-0.0846186936173547,-0.105,-0.17397432716078884
0.5832481384277344,0.0783,-0.08865159276725089,-0.105,-0.17397432716078884
0.6045820713043213,0.07775,-0.09270811166419754,-0.105,-0.17397432716078884
0.6251742839813232,0.07741,-0.09674819342723188,-0.105,-0.17397432716078884
0.6458826065063477,0.07709,-0.10074729746146523,-0.105,-0.17397432716078884
