time,z_pos,rotation,z_target,rz_target
0.0002467632293701172,0.081,0.0,-0.105,-0.9098750673100607
0.020490169525146484,0.08105,-4.098033905029298e-05,-0.105,-0.9098750673100607
0.041243791580200195,0.08104,-8.24875831604004e-05,-0.105,-0.9098750673100607
0.062262773513793945,0.08105,-0.00012452554702758792,-0.105,-0.9098750673100607
0.0836482048034668,0.08112,-0.00016696071624755862,-0.105,-0.9098750673100607
0.10403156280517578,0.08113,-0.0002080631256103516,-0.105,-0.9098750673100607
0.12441205978393555,0.0811,-0.00024882411956787115,-0.105,-0.9098750673100607
0.1452031135559082,0.08092,-0.0002904062271118165,-0.105,-0.9098750673100607
0.16571474075317383,0.08089,-0.00033142948150634776,-0.105,-0.9098750673100607
0.18645524978637695,0.08082,-0.000372910499572754,-0.105,-0.9098750673100607
0.207045316696167,0.0808,-0.00041409063339233407,-0.105,-0.9098750673100607
0.2279376983642578,0.08062,-0.0004558753967285157,-0.105,-0.9098750673100607
0.2487325668334961,0.08051,-0.0004974651336669923,-0.105,-0.9098750673100607
0.27126145362854004,0.08035,-0.0005405220985412599,-0.105,-0.9098750673100607
0.2922677993774414,0.08029,-0.000584535598754883,-0.105,-0.9098750673100607
0.3132612705230713,0.08009,-0.0006265225410461428,-0.105,-0.9098750673100607
0.33404111862182617,0.07994,-0.0006680822372436525,-0.105,-0.9098750673100607
0.3547520637512207,0.07973,-0.0007095041275024416,-0.105,-0.9098750673100607
0.37534070014953613,0.07945,-0.0007506814002990724,-0.105,-0.9098750673100607
0.39565515518188477,0.07887,-0.0007913103103637697,-0.105,-0.9098750673100607
0.4160959720611572,0.07865,-0.0008321919441223145,-0.105,-0.9098750673100607
0.4364449977874756,0.07841,-0.0008728899955749512,-0.105,-0.9098750673100607
0.4574706554412842,0.07819,-0.0009149413108825684,-0.105,-0.9098750673100607
0.4781513214111328,0.07761,-0.0009563026428222657,-0.105,-0.9098750673100607
0.4987213611602783,0.0773,-0.0009974427223205567,-0.105,-0.9098750673100607
0.5191256999969482,0.07704,-0.0010382513999938965,-0.105,-0.9098750673100607
0.539731502532959,0.0765,-0.001079463005065918,-0.105,-0.9098750673100607
0.5603213310241699,0.0762,-0.00112064266204834,-0.105,-0.9098750673100607
0.5811874866485596,0.07583,-0.0011623749732971194,-0.105,-0.9098750673100607
0.601783275604248,0.07523,-0.0012035665512084965,-0.105,-0.9098750673100607
0.6225271224975586,0.07461,-0.0012450542449951175,-0.105,-0.9098750673100607
0.6431975364685059,0.0742,-0.001286395072937012,-0.105,-0.9098750673100607
0.6642389297485352,0.07378,-0.0013274359703063967,-0.105,-0.9098750673100607
