time,z_pos,rotation,z_speed,rz_speed,z_target,rz_target
0.0,0.08102,0.0,-0.0001,-0.007497750809705036,-0.105,0.6216838196872534
0.020422697067260742,0.08111,0.0001531242934724149,-0.0001,-0.007497750809705036,-0.105,0.6216838196872534
0.040882110595703125,0.0811,0.0003065238778213839,-0.0001,-0.007497750809705036,-0.105,0.6216838196872534
0.06145668029785156,0.08106,0.000460786874465,-0.0001,-0.007497750809705036,-0.105,0.6216838196872534
0.08197736740112305,0.08102,0.0006146458728092574,-0.0001,-0.007497750809705036,-0.105,0.6216838196872534
0.10210585594177246,0.08102,0.0007655642640630501,-0.0011,-0.007497750809705036,-0.105,0.6216838196872534
0.12226462364196777,0.08102,0.0009167096809098453,-0.0021000000000000003,-0.007497750809705036,-0.105,0.6216838196872534
0.14250445365905762,0.08098,0.001068462882808773,-0.0031000000000000003,-0.007497750809705036,-0.105,0.6216838196872534
0.16295599937438965,0.08092,0.0012218034762556233,-0.0041,-0.007497750809705036,-0.105,0.6216838196872534
0.18314743041992188,0.08079,0.0013731937947263659,-0.0051,-0.007497750809705036,-0.105,0.6216838196872534
0.20380401611328125,0.08072,0.0015280717268344925,-0.0061,-0.007497750809705036,-0.105,0.6216838196872534
0.22422480583190918,0.08063,0.0016811817194821513,-0.0071,-0.007497750809705036,-0.105,0.6216838196872534
0.24454736709594727,0.08053,0.001833555219654873,-0.0081,-0.007497750809705036,-0.105,0.6216838196872534
0.2653543949127197,0.08045,0.001985789286786223,-0.0091,-0.007982812699851346,-0.105,0.6216838196872534
0.28595995903015137,0.08033,0.002154295505027447,-0.010100000000000001,-0.008659681805503272,-0.105,0.6216838196872534
0.3063974380493164,0.08014,0.0023312775702400653,-0.011100000000000002,-0.009370460348360192,-0.105,0.6216838196872534
0.3270227909088135,0.07973,0.00252454662138092,-0.012100000000000003,-0.010146475485947076,-0.105,0.6216838196872534
0.34765625,0.07958,0.002733903508239936,-0.013100000000000004,-0.010986865212174627,-0.105,0.6216838196872534
0.36818575859069824,0.07939,0.0029594584519981185,-0.014100000000000005,-0.011891997484119203,-0.105,0.6216838196872534
0.38887786865234375,0.07896,0.0032055289727923246,-0.015100000000000006,-0.012879099880675789,-0.105,0.6216838196872534
0.40923309326171875,0.07873,0.003467685943630055,-0.016100000000000007,-0.013930288915866545,-0.105,0.6216838196872534
0.4297199249267578,0.07842,0.0037530734276947724,-0.017100000000000008,-0.015074064251466372,-0.105,0.6216838196872534
0.4501190185546875,0.07817,0.004060570675713863,-0.01810000000000001,-0.016305741214695302,-0.105,0.6216838196872534
0.4707491397857666,0.0777,0.00439696009373563,-0.01910000000000001,-0.017652233424028812,-0.105,0.6216838196872534
0.4910421371459961,0.07744,0.004755176820011601,-0.02010000000000001,-0.01908496291273994,-0.105,0.6216838196872534
0.5116989612579346,0.07713,0.005149411542082939,-0.02110000000000001,-0.02066029069596769,-0.105,0.6216838196872534
0.5320239067077637,0.07643,0.005569330823456094,-0.022100000000000012,-0.022336433770773722,-0.105,0.6216838196872534
0.5526201725006104,0.07614,0.006029377950263266,-0.023100000000000013,-0.02417042420055919,-0.105,0.6216838196872534
0.5730702877044678,0.07579,0.006523665909690805,-0.024100000000000014,-0.026137988911680145,-0.105,0.6216838196872534
0.5935912132263184,0.07554,0.00706004163343835,-0.025100000000000015,-0.028269382981869436,-0.105,0.6216838196872534
0.6141974925994873,0.07488,0.0076425684368698595,-0.026100000000000016,-0.030579451277336748,-0.105,0.6216838196872534
0.6348202228546143,0.07448,0.008273200211912173,-0.027100000000000016,-0.03307431039229955,-0.105,0.6216838196872534
0.6553919315338135,0.07399,0.008953595290067971,-0.028100000000000017,-0.035758525738996016,-0.105,0.6216838196872534
0.675875186920166,0.07312,0.009686046305019288,-0.029100000000000018,-0.03863871113823995,-0.105,0.6216838196872534
0.6964726448059082,0.07267,0.010481905530448542,-0.03010000000000002,-0.04175634135045964,-0.105,0.6216838196872534
0.7170224189758301,0.07224,0.01133998891536266,-0.03110000000000002,-0.04510279206816778,-0.105,0.6216838196872534
0.7375659942626953,0.07181,0.012266561519862893,-0.03210000000000002,-0.048697643679328786,-0.105,0.6216838196872534
