time,z_pos,rotation,z_speed,rz_speed,z_target,rz_target,delta_rz_speed
0.0,0.08094,0.0,-0.003,-0.001,-0.105,0.9244066501840963,-0.001
0.020514488220214844,0.08094,2.0514488220214843e-05,-0.006,-0.001,-0.105,0.9244066501840963,0.0
0.04102659225463867,0.08091,4.102659225463867e-05,-0.009000000000000001,-0.001,-0.105,0.9244066501840963,0.0
0.061736106872558594,0.08081,6.173610687255859e-05,-0.012,-0.001320576856457055,-0.105,0.9244066501840963,-0.00032057685645705495
0.08226180076599121,0.08059,8.88418631909476e-05,-0.015,-0.0018992736743007974,-0.105,0.9244066501840963,-0.0005786968178437425
0.10256052017211914,0.08033,0.0001273946865810251,-0.018,-0.002721192332025318,-0.105,0.9244066501840963,-0.0008219186577245207
0.12320351600646973,0.08009,0.0001835682485554905,-0.020999999999999998,-0.003916320835452524,-0.105,0.9244066501840963,-0.001195128503427206
0.14371538162231445,0.07979,0.00026389929524082544,-0.023999999999999997,-0.005620375634360689,-0.105,0.9244066501840963,-0.0017040547989081653
0.16464662551879883,0.07912,0.00038154074843348715,-0.026999999999999996,-0.008105227920779808,-0.105,0.9244066501840963,-0.0024848522864191185
0.18511438369750977,0.07869,0.0005474365934993443,-0.029999999999999995,-0.011587895331441445,-0.105,0.9244066501840963,-0.0034826674106616367
0.20567703247070312,0.0783,0.0007857144152203018,-0.032999999999999995,-0.01654654490103256,-0.105,0.9244066501840963,-0.004958649569591116
0.22635769844055176,0.07733,0.0011279079832736583,-0.036,-0.023578878582031292,-0.105,0.9244066501840963,-0.007032333680998731
0.24671459197998047,0.07677,0.0016079007043471852,-0.039,-0.0332692563693558,-0.105,0.9244066501840963,-0.009690377787324508
0.2677032947540283,0.07619,0.0023061792377971923,-0.042,-0.047011961112195376,-0.105,0.9244066501840963,-0.013742704742839576
0.2880823612213135,0.07552,0.003264239118060047,-0.045000000000000005,-0.06520425681084559,-0.105,0.9244066501840963,-0.01819229569865021
0.3085360527038574,0.07414,0.004597906870217648,-0.04800000000000001,-0.08930543009437844,-0.105,0.9244066501840963,-0.024101173283532853
0.329195499420166,0.07341,0.006442907644729481,-0.05100000000000001,-0.12043512165148294,-0.105,0.9244066501840963,-0.031129691557104502
0.34993553161621094,0.0726,0.008940735945315824,-0.05400000000000001,-0.15880857594856182,-0.105,0.9244066501840963,-0.03837345429707888
0.3704874515533447,0.07095,0.012204557083540898,-0.057000000000000016,-0.20308848021370104,-0.105,0.9244066501840963,-0.044279904265139225
0.3911406993865967,0.07003,0.01639899379747295,-0.06000000000000002,-0.2515402796693964,-0.105,0.9244066501840963,-0.04845179945569536
0.41179776191711426,0.06914,0.02159507708354755,-0.06300000000000001,-0.3005628230331264,-0.105,0.9244066501840963,-0.04902254336373002
0.4324374198913574,0.06822,0.027798590950724254,-0.06600000000000002,-0.3463383717405059,-0.105,0.9244066501840963,-0.04577554870737949
0.45287442207336426,0.06623,0.034876709009697665,-0.06900000000000002,-0.385558594607554,-0.105,0.9244066501840963,-0.03922022286704807
0.47345781326293945,0.0652,0.04281281238900779,-0.07200000000000002,-0.41736825027667046,-0.105,0.9244066501840963,-0.03180965566911648
0.4938962459564209,0.06413,0.05134316528068364,-0.07500000000000002,-0.4413305078065129,-0.105,0.9244066501840963,-0.023962257529842435
0.5144956111907959,0.06184,0.06043429360006219,-0.07800000000000003,-0.45878623492457643,-0.105,0.9244066501840963,-0.017455727118063535
0.5348339080810547,0.06061,0.06976522425512224,-0.08100000000000003,-0.4708171165049249,-0.105,0.9244066501840963,-0.012030881580348485
0.5554258823394775,0.05937,0.07946027819861654,-0.08400000000000003,-0.4791038857216126,-0.105,0.9244066501840963,-0.008286769216687695
0.5759298801422119,0.05805,0.08928382321873399,-0.08700000000000004,-0.4846092713199095,-0.105,0.9244066501840963,-0.005505385598296886
0.5967552661895752,0.05533,0.09937599837610252,-0.09000000000000004,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.6171774864196777,0.05392,0.10927279564054722,-0.09300000000000004,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.6378688812255859,0.05245,0.11930003740003095,-0.09600000000000004,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.6587965488433838,0.04939,0.12944177915471725,-0.09900000000000005,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.679546594619751,0.04779,0.1394974437182573,-0.10200000000000005,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.7001352310180664,0.04612,0.14947488780071552,-0.10500000000000005,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.7207446098327637,0.04443,0.15946238385046194,-0.10800000000000005,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.7414348125457764,0.04111,0.16948904791067623,-0.11100000000000006,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.7618587017059326,0.03945,0.17938665395409814,-0.11400000000000006,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.7823710441589355,0.03773,0.18932712528331233,-0.11700000000000006,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.8027706146240234,0.03412,0.1992129462616377,-0.12000000000000006,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.8231949806213379,0.03219,0.2091107833847674,-0.12300000000000007,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.844090461730957,0.03028,0.21923692725917887,-0.12600000000000006,-0.4846092713199095,-0.105,0.9244066501840963,0.0
0.864581823348999,0.02832,0.22916723108125095,-0.12900000000000006,-0.4846092713199095,-0.105,0.9244066501840963,0.0
