time,x_speed,y_speed,x_camera,x_pred,y_camera,y_pred,x_final,y_final
0.1277790069580078,-0.17614695895515015,0.007405051382808807,0,-0.16717538191417053,0,-0.007916141593176291,-0.16717538191417053,-0.007916141593176291
0.2292647361755371,-0.17614695895515015,0.007405051382808807,0,-0.17409366438487367,0,-0.007916141593176291,-0.17409366438487367,-0.007916141593176291
0.3194718360900879,-0.17614695895515015,0.007221598593894772,0,-0.1788171048023541,0,-0.007656141593176253,-0.1788171048023541,-0.007656141593176253
0.42087841033935547,-0.17614695895515015,0.007016381643978123,0,-0.18029792113536194,0,-0.00740614159317628,-0.18029792113536194,-0.00740614159317628
0.5295720100402832,-0.17614695895515015,0.006764011390727421,0,-0.17860760024302796,0,-0.007136141593176288,-0.17860760024302796,-0.007136141593176288
0.6259493827819824,-0.17614695895515015,0.006380974828050407,0,-0.17178078874400451,0,-0.006776141593176261,-0.17178078874400451,-0.006776141593176261
0.7165966033935547,-0.17614695895515015,0.005533670180512618,0,-0.16047263381846744,0,-0.006096141593176247,-0.16047263381846744,-0.006096141593176247
0.8216676712036133,-0.17614695895515015,0.004572893554714475,0,-0.1521153431934674,0,-0.005416141593176233,-0.1521153431934674,-0.005416141593176233
0.938065767288208,-0.17614695895515015,0.003803960534523457,0,-0.1399320909290631,0,-0.004896141593176268,-0.1399320909290631,-0.004896141593176268
1.0314784049987793,-0.17614695895515015,0.003186191480923256,0,-0.12672191193126037,0,-0.004476141593176292,-0.12672191193126037,-0.004476141593176292
1.117354393005371,-0.17614695895515015,0.0026038642462838635,0,-0.1163876024525006,0,-0.004066141593176271,-0.1163876024525006,-0.004066141593176271
1.2282652854919434,-0.17614695895515015,0.0023465760078331763,-0.12662252074074754,-0.11071474733775452,-0.004605771824091084,-0.0037961415931762783,-0.11230552467805381,-0.003877104616267759
1.336439609527588,-0.17614695895515015,0.002894087977405943,-0.11586985571033862,-0.11283472909646042,-0.003981821910343429,-0.004345771824091046,-0.11344175441923605,-0.004272981841341523
1.430567979812622,-0.17614695895515015,0.0020014558894954817,-0.10544379930793424,-0.1034366716771355,-0.00368285661686589,-0.003581821910343473,-0.10403880996637511,-0.0036121323223001984
1.524956464767456,-0.17614695895515015,0.0015816501102866728,-0.09534271155329307,-0.09791128125983853,-0.003057228036873548,-0.003402856616865832,-0.09688385337722034,-0.0032646051848689186
1.6156947612762451,-0.17614695895515015,0.0010922910685813097,-0.08491665515088867,-0.08306000837946495,-0.002758262743396041,-0.0028472280368736155,-0.08398833176517681,-0.0028027453901348282
1.731292486190796,-0.1682711944213746,0.0008629343083905421,-0.07416481011060043,-0.07744170302076171,-0.002460136783040877,-0.0026882627433960265,-0.07547556727466494,-0.0025513871671829368
1.8266682624816895,-0.1460869471229286,0.0007817960428726907,-0.06406536233620057,-0.06138320387891098,-0.002486156109833517,-0.002380136783040797,-0.06326071479901368,-0.002454350311795701
1.9178133010864258,-0.13256951683375323,0.0,-0.0539642745815594,-0.054184335401386105,-0.0018605275298411768,-0.0023361561098335336,-0.054008286745524735,-0.001955653245839648
2.020035982131958,-0.11974467399602924,0.0,-0.045167981358694986,-0.047252127242692205,-0.0018831895241444435,-0.0018705275298412424,-0.04537639594709471,-0.0018819233247141236
2.1383118629455566,-0.1105775698618869,0.0,-0.03865302859113832,-0.03909629023931023,-0.0022258001399837997,-0.001893189524144398,-0.03865302859113832,-0.0022258001399837997
2.2237396240234375,-0.1006151112250118,0.0,-0.032788013119108055,-0.031820415444165646,-0.0019150841827934879,-0.0020958001399838362,-0.032788013119108055,-0.0019150841827934879
2.329782724380493,-0.0954018323287059,0.0,-0.02855194083649713,-0.03000459582174477,-0.0016001715599914257,-0.002095084182793446,-0.02855194083649713,-0.0016001715599914257
2.41990327835083,-0.09703845302431889,0.0,-0.02855194083649713,-0.024600629685374104,-0.0016001715599914257,-0.0015601715599913857,-0.028156809721384825,-0.0015961715599914217
2.533403158187866,-0.047249036239044646,0.0,0,-0.023618514450999092,0,-0.0014201715599914677,-0.004723702890199819,-0.00028403431199829353
2.628845453262329,-0.09344608759058215,0.0,-0.02073301352728433,-0.02019444602448542,-0.0016203155549276635,-0.0016001715599914257,-0.020679156777004437,-0.0016183011554340397
2.718322992324829,-0.0863940155635169,0.0,-0.02073301352728433,-0.022612916243348786,-0.0016203155549276635,-0.0015603155549277145,-0.02110899407049722,-0.0016083155549276736
2.808283805847168,-0.08930294908047295,0.0,-0.022361956716703664,-0.02201323329046792,-0.001616118889315947,-0.00147031555492768,-0.02232708437408009,-0.0016015385558771204
2.9325647354125977,-0.08579198910988156,0.0,-0.020732193537163678,-0.023008137820219297,-0.0012944916015351724,-0.001596118889315927,-0.020732193537163678,-0.0012944916015351724
3.0352044105529785,-0.0832606547423706,0.0,-0.019103250347744342,-0.016862364893364845,-0.001298688267146889,-0.0014244916015351359,-0.019103250347744342,-0.001298688267146889
3.124539852142334,-0.0799471918953321,0.0,-0.017148518520441143,-0.017091044299160342,-0.0013037242658809484,-0.001158688267146971,-0.017148518520441143,-0.0013037242658809484
3.219209909439087,-0.07842719029085139,0.0,-0.015845363968905707,-0.016096003450861082,-0.0013070815983703202,-0.0014537242658809318,-0.015845363968905707,-0.0013070815983703202
3.341822862625122,-0.07809120743564572,0.0,-0.01519378669313795,-0.016052201371249436,-0.0013087602646150078,-0.0012870815983703002,-0.01519378669313795,-0.0013087602646150078
