time,x_speed
0.10964322090148926,0.005283869675368133
0.20685338973999023,0.005283869675368133
0.3085019588470459,0.005214107818503267
0.41518259048461914,0.005122344156042436
0.5144755840301514,0.004953764953926372
0.6064109802246094,0.00482307092957133
0.7098102569580078,0.0044472863781254215
0.8220477104187012,0.004149554561587528
0.9150760173797607,0.003620296495944544
1.0081424713134766,0.003245176270953705
1.1101734638214111,0.0027726244664909687
1.2179467678070068,0.002372409938557532
1.3149356842041016,0.001977544771166526
1.4172492027282715,0.0017132718428384292
1.513711929321289,0.001514414954192314
1.6203792095184326,0.0013278019588344727
1.7148654460906982,0.0012060141633357976
1.811347484588623,0.0010417699579087392
1.9034879207611084,0.0008999614574215348
2.0159058570861816,0.0007515020835715655
2.115786552429199,0.0007371577537782656
2.2152702808380127,0.0006602154698266072
2.3049721717834473,0.0005809786513440437
2.414484739303589,0.0004498924937126173
2.512598752975464,0.0004382875672410063
2.611762523651123,0.0
2.711703300476074,0.0
2.814037322998047,0.0
2.916640043258667,0.0
3.007477045059204,0.0
3.105297327041626,0.0
3.215890645980835,0.0
3.316882848739624,0.0
3.413966417312622,0.0
3.511049270629883,0.0
