time,x_speed,y_speed,x_camera,x_pred,y_camera,y_pred,x_final,y_final,alpha
0.12027549743652344,-0.2032915970058412,-0.0027300866212368585,0,-0.1781650270639614,0,0.0027300866212368585,-0.1781650270639614,0.0027300866212368585,1
0.2105093002319336,-0.2032915970058412,-0.0027300866212368585,0,-0.1862631158963398,0,0.0027300866212368585,-0.1862631158963398,0.0027300866212368585,1
0.32721805572509766,-0.2032915970058412,-0.0027300866212368585,0,-0.19046795989963566,0,0.002800086621236873,-0.19046795989963566,0.002800086621236873,1
0.4180624485015869,-0.2032915970058412,-0.0027300866212368585,0,-0.17602596139232674,0,0.0024500866212369115,-0.17602596139232674,0.0024500866212369115,1
0.517730712890625,-0.2032915970058412,-0.0027300866212368585,0,-0.16602890298163453,0,0.0020300866212369355,-0.16602890298163453,0.0020300866212369355,1
0.61075758934021,-0.2032915970058412,0.0,0,-0.15614958236841714,0,0.001800086621236872,-0.15614958236841714,0.001800086621236872,1
0.7212519645690918,-0.2032915970058412,0.0,0,-0.1469285197801546,0,0.001540086621236945,-0.1469285197801546,0.001540086621236945,1
0.8186872005462646,-0.2032915970058412,0.0,0,-0.1330105001686529,0,0.001640086621236934,-0.1330105001686529,0.001640086621236934,1
0.9164092540740967,-0.2032915970058412,0.0,0,-0.12232128235864198,0,0.001540086621236945,-0.12232128235864198,0.001540086621236945,1
1.0111284255981445,-0.2032915970058412,0.0,-0.12595618364280803,-0.11140922038356824,0.0012573806707291673,0.0015700866212369196,-0.11155469001616064,0.0015669595617318422,0.99
1.1251726150512695,-0.2032915970058412,0.0,-0.11487936995475656,-0.11684118129033191,0.0012288433445694982,0.0011873806707291528,-0.1168019450636204,0.0011882099242059598,0.98
1.220487117767334,-0.2032915970058412,0.0,-0.10347594763870058,-0.10076718485479719,0.0015252906386799756,0.0013188433445695327,-0.10084844773831428,0.001325036763392846,0.97
1.3186631202697754,-0.19197344880748196,0.0,-0.09174673668476073,-0.09278428039369402,0.00182089859966811,0.0015252906386799756,-0.0927427786453367,0.001537114957119501,0.96
1.4133176803588867,-0.17055729703732045,0.0,-0.08099571163459313,-0.07916654977515665,0.001793200606630782,0.00174089859966803,-0.07925800786812848,0.0017435137000161676,0.95
1.527231216430664,-0.16046645323561787,0.0,-0.06959228931853714,-0.07253472976687443,0.0020896479007412594,0.001853200606630842,-0.0723581833399742,0.0018673874442774671,0.94
1.6180129051208496,-0.13944351346597847,0.0,-0.05949366153425793,-0.059349150480579746,0.001737804620556128,0.002139647900741254,-0.05935926625433722,0.002111518871128295,0.93
1.7189428806304932,-0.1341693518761801,0.0,-0.05232467152057156,-0.055880113957925845,0.0023709871986495584,0.0016678046205561136,-0.055595678562937505,0.0017240592268035892,0.92
1.8177528381347656,-0.11910311618452023,0.0,-0.05232467152057156,-0.04573445419354902,0.0023709871986495584,0.002340987198649584,-0.046195769406440594,0.0023430871986495822,0.93
1.9258670806884766,-0.11573768739343097,0.0,-0.04189943510828782,-0.04381056354356275,0.002344128538734575,0.0024109871986495984,-0.04365767326874075,0.0024056385058563966,0.92
2.0214409828186035,-0.10378139240225646,0.0,-0.03798915146356077,-0.03604359774878788,0.0026598804946589456,0.002324128538734555,-0.036218697583117444,0.0023543462147677502,0.91
2.1167285442352295,-0.10500718076073143,0.0,-0.03538284236048984,-0.03665860422752351,0.0026531658296801985,0.0026998804946589856,-0.036531028040820146,0.0026952090281611068,0.9
2.2106809616088867,-0.1028331725429549,0.0,-0.033428110533186645,-0.035045073420947086,0.002648129830946139,0.0026331658296801785,-0.03486720750329344,0.0026348118698194343,0.89
2.3262887001037598,-0.09957397389056002,0.0,-0.03179916734376731,-0.0326065688138692,0.0026439331653344226,0.002628129830946119,-0.03250968063745697,0.0026300262310727154,0.88
2.4210166931152344,-0.094670134573407,0.0,-0.030496832782352483,-0.029120760261161956,0.0023147518794525614,0.0026439331653344226,-0.029299649688916723,0.0026011395981697803,0.87
2.5159997940063477,-0.09572477336224203,0.0,-0.029844435516464107,-0.02954630880669406,0.002638897166600363,0.0023347518794525814,-0.029588046546061866,0.0023773322196532706,0.86
2.6148324012756348,-0.0974487514013157,0.0,-0.02951864687858023,-0.030382076144825812,0.00263805783347802,0.0026088971666003886,-0.030252561754888975,0.0026132712666320336,0.85
2.728990316390991,-0.09745237793782832,0.0,-0.028867069602812507,-0.030036735784606125,0.0026363791672333343,0.0026680578334779947,-0.029849589195519145,0.002662989246878849,0.84
2.821685791015625,-0.09136157277139259,0.0,-0.02854128096492863,-0.025462405290259074,0.0026355398341109913,0.0026763791672332633,-0.025985814154952897,0.002669436480602477,0.83
2.917013645172119,-0.09726000053518641,0.0,-0.027889703689160918,-0.029398876556020755,0.0026338611678663037,0.002625539834111037,-0.029127225439985985,0.002627037674186985,0.82
3.010608196258545,-0.0942535193037016,0.0,-0.02756391505127704,-0.026943359414115506,0.0026330218347439607,0.0026738611678663437,-0.0270612649851762,0.002666101694573091,0.81
3.121413230895996,-0.09592504493270011,0.0,-0.026912337775509297,-0.02787475153060715,0.002631343168499275,0.0025630218347439462,-0.02768226877958758,0.002576686101495012,0.8
3.221050262451172,-0.09430023064129343,0.0,-0.026586549137625433,-0.02637131161226504,0.002630503835376932,0.0026213431684992093,-0.026416511492590722,0.002623266908543531,0.79
3.322899103164673,-0.09448089206636671,0.0,-0.026586549137625433,-0.02610328359626264,0.002630503835376932,0.002670503835376972,-0.026209602015362456,0.0026617038353769634,0.78
3.410720109939575,-0.09159784792573665,0.0,-0.02560836323385319,-0.02386356731856796,0.0029538097894024253,0.002590503835376892,-0.02426487037908356,0.0026740642048027645,0.77
3.527799606323242,-0.09803494203553856,0.0,-0.025282574595969325,-0.028425656977916568,0.0029529704562800824,0.0029738097894024453,-0.02767131720624923,0.0029688083494530783,0.76
