time,x_speed,y_speed
0.1164546012878418,-0.1760984356449472,-0.0002444447595626557
0.2167370319366455,-0.1760984356449472,-0.0002444447595626557
0.3153538703918457,-0.1760984356449472,-0.0002495515025258148
0.4204537868499756,-0.1760984356449472,-0.00026786117264877753
0.5170540809631348,-0.1760984356449472,-0.00021735542594921825
0.6172513961791992,-0.1760984356449472,-0.00021735542594921825
0.7080039978027344,-0.1760984356449472,-0.00022945884187389618
0.8234241008758545,-0.1760984356449472,-0.00018974410872775403
0.9222097396850586,-0.1760984356449472,-0.00019420464432034056
1.007047414779663,-0.1760984356449472,-0.0002056035920340195
1.108816385269165,-0.1760984356449472,-0.00021735542594921825
1.2223949432373047,-0.1760984356449472,-0.00019872180596274734
1.3164691925048828,-0.1760984356449472,-0.00019420464432034056
1.4086287021636963,-0.1760984356449472,-0.0001641723329576024
1.509580135345459,-0.17367495483899464,-0.00018753509187338562
1.6207826137542725,-0.1528029942969837,-0.00017610861644391202
1.7135188579559326,-0.13010893784197655,-0.00016780509754640944
1.8105318546295166,-0.13013010892349927,-0.00018261092976176128
1.9053235054016113,-0.10844970077175828,-0.0001911384941715538
2.0179433822631836,-0.10503172157435536,-0.0002185555898783868
2.117241859436035,-0.09699265373939644,-0.00018439567491344784
2.208073139190674,-0.0892295968524997,-0.00016989404631332573
2.3059747219085693,-0.09177698460679806,-0.00019877334953102821
2.421750545501709,-0.09145078364099189,-0.00020050497974812836
2.5238215923309326,-0.08592210463040043,-0.00019486301252215544
2.6167001724243164,-0.08595403820601022,-0.00020517874338561232
2.7080111503601074,-0.0842926412801751,-0.0002220259667665751
2.81994366645813,-0.08655424934330432,-0.00020924250984666288
2.914252281188965,-0.08577863281732566,-0.0002730359423365497
3.0196967124938965,-0.08616778467810422,-0.00029548935191117594
3.1085257530212402,-0.08442626015185524,-0.0002972925356823915
3.222907066345215,-0.08586511954563944,-0.00024485378154238247
3.317121744155884,-0.08591704637463685,-0.0004037723558214616
3.412048816680908,-0.08653020312539325,-0.00042540722403660685
3.505399465560913,-0.0863232026529312,-0.0003567337907994837
3.6230030059814453,-0.08592700574493156,-0.00037056460661624566
3.7217020988464355,-0.08916676188148638,-0.00039034011348269674
3.8171627521514893,-0.08067465317049724,-0.0003670360594140877
3.907919406890869,-0.08258500724218427,-0.0004984266280522253
4.0164268016815186,-0.07966765094022145,-0.0003865733517904655
4.119420051574707,-0.07647039787664049,-0.0004957179441379665
4.215215682983398,-0.07666320578643339,-0.0003849643349171417
4.308352708816528,-0.07666320578643339,-0.0004948164699891419
4.418370246887207,-0.07666320578643339,-0.0003841610233817062
4.5181567668914795,-0.07666320578643339,-0.00038362592605111336
4.607904434204102,-0.07666320578643339,-0.00038362592605111336
4.710756540298462,-0.07666320578643339,-0.00038309118387614235
4.822906732559204,-0.07666320578643339,-0.00038335851055841037
4.916097164154053,-0.07666320578643339,-0.000382556797028921
5.016420841217041,-0.07666320578643339,-0.0002855253929954052
5.106932878494263,-0.07666320578643339,-0.0003820227656812883
5.21671199798584,-0.07666320578643339,-0.00028506343584037763
5.316234588623047,-0.07666320578643339,-0.00038175588337343886
5.414565324783325,-0.07666320578643339,-0.0003812223855967561
5.508098840713501,-0.07666320578643339,-0.0002841406713935551
5.6174681186676025,-0.07666320578643339,-0.00038042280634997713
5.717332363128662,-0.07666320578643339,-0.0002839102199170916
5.813868761062622,-0.07666320578643339,-0.0002836798643222084
5.9095377922058105,-0.07666320578643339,-0.0002832194408319783
6.019902229309082,-0.07666320578643339,-0.00037962402851724234
6.125080108642578,-0.07666320578643339,-0.00028275940103224864
6.21216082572937,-0.07666320578643339,-0.0002825295250504117
6.307766437530518,-0.07666320578643339,-0.00028229974503206676
6.417484760284424,-0.07666320578643339,-0.0002820700609907916
6.516980171203613,-0.07666320578643339,-0.0002816109808936595
6.60768723487854,-0.07666320578643339,-0.0002000794687662035
6.710568904876709,-0.07666320578643339,-0.0001996967375177153
6.825103521347046,-0.07666320578643339,-0.000280923080914232
6.921246528625488,-0.07666320578643339,-0.000280923080914232
7.015240669250488,-0.07666320578643339,-0.00028069397301934147
7.106621742248535,-0.07666320578643339,-0.00019893247030544782
7.219113111495972,-0.07666320578643339,-0.00019874165254742397
7.315715789794922,-0.07666320578643339,-0.0002797785022890486
7.414470195770264,-0.07666320578643339,-0.0002795498748856825
7.513479948043823,-0.07666320578643339,-0.0002795498748856825
7.623899221420288,-0.07666320578643339,-0.00027932134362068076
7.72233772277832,-0.07666320578643339,-0.00027863632678879656
7.811294317245483,-0.07666320578643339,-0.0001972186974504406
7.913780450820923,-0.07666320578643339,-0.0001972186974504406
8.025244235992432,-0.07666320578643339,-0.00027818012983603607
8.11579966545105,-0.07666320578643339,-0.00019683895522157235
8.213152408599854,-0.07666320578643339,-0.00019664923361338774
8.31244683265686,-0.07666320578643339,-0.00019645961168186562
8.427056312561035,-0.07666320578643339,-0.0001960806668661516
8.524125337600708,-0.07666320578643339,-0.0001960806668661516
8.61462116241455,-0.07666320578643339,-0.00019570212080887735
8.707871913909912,-0.07666320578643339,-0.00027613200785056645
8.827422142028809,-0.07666320578643339,0.0
