time,error,x_speed,p_term,i_term,d_term
1751892197.5367885,-0.18218506939278506,-0.21047396903262994,-0.22773133674098134,-0.00018218506939278507,0.0
1751892197.6366227,-0.189211690169796,-0.21047396903262994,-0.236514612712245,-0.002071164911656234,-0.02815316000000009
1751892197.7246442,-0.19505689978457352,-0.21047396903262994,-0.2438211247307169,-0.003788085329789181,-0.02656263980573617
1751892197.8395054,-0.20204116765182878,-0.21047396903262994,-0.252551459564786,-0.006108755435042592,-0.024322451207502604
1751892197.9342756,-0.206551368675765,-0.21047396903262994,-0.25818921084470625,-0.008066246744489242,-0.019036369459238322
1751892198.0354006,-0.21102883957250973,-0.21047396903262994,-0.26378604946563716,-0.010200275924916805,-0.017710638565315448
1751892198.1309016,-0.2144504731078949,-0.21047396903262994,-0.2680630913848686,-0.012248298231075308,-0.01433130739364901
1751892198.2406216,-0.21819288431058786,-0.21047396903262994,-0.2727411053882348,-0.014642310376281002,-0.013643497945106317
1751892198.3414936,-0.21971255100026987,-0.21047396903262994,-0.2746406887503373,-0.016858595695075303,-0.006026116623681133
1751892198.4372094,-0.22087930384815596,-0.21047396903262994,-0.27609912981019497,-0.018972758764852424,-0.0048759068869952595
1751892198.53034,-0.22118410474770928,-0.21047396903262994,-0.2764801309346366,-0.021032659349749006,-0.00130913335504259
1751892198.645366,-0.22240996800335305,-0.21047396903262994,-0.27801246000419133,-0.023590952184581432,-0.004262908510738615
1751892198.7391317,-0.2200094723973598,-0.21047396903262994,-0.27501184049669974,-0.025653887186988945,0.010240395769142699
1751892198.830263,-0.21794355126069448,-0.21047396903262994,-0.2724294390758681,-0.027640033147927345,0.00906789728458097
1751892198.9316645,-0.21754048764301204,-0.21047396903262994,-0.27192560955376505,-0.02984592779120933,0.0015899699690342197
1751892199.0377002,-0.2134935883728113,-0.21047396903262994,-0.2668669854660141,-0.032109722200352166,0.015266175117123085
1751892199.1359987,-0.20982212536312006,-0.21047396903262994,-0.2622776567039001,-0.03417224326116374,0.014940049564048936
1751892199.2363317,-0.20550385113652608,-0.21047396903262994,-0.2568798139206576,-0.036234124544977,0.017215772620768174
1751892199.3328063,-0.19818401660560037,-0.21047396903262994,-0.24773002075700046,-0.03814609785962841,0.030349256385761178
1751892199.4438884,-0.19294229532473944,-0.21047396903262994,-0.24117786915592432,-0.04028934095071909,0.018875128809904093
1751892199.5475152,-0.1841958449629631,-0.21047396903262994,-0.23024480620370386,-0.04219810222425558,0.033761368425692856
1751892199.6377358,-0.17569583874922653,-0.21047396903262994,-0.21961979843653318,-0.04378324220048552,0.03768539670920409
1751892199.7316535,-0.1668460323797073,-0.21047396903262994,-0.20855754047463412,-0.04535022023138127,0.03769178765675178
1751892199.8453526,-0.1584085116463747,-0.21047396903262994,-0.19801063955796838,-0.04715131230078129,0.029683659687600117
1751892199.938888,-0.1275851268322274,-0.21047396903262994,-0.15948140854028425,-0.04834468518501458,0.13181480869453943
1751892200.033779,-0.11683328179193911,-0.20331716520842294,-0.14604160223992388,-0.04945332592699402,0.04532300839431189
1751892200.1520333,-0.10543067946600379,-0.18891878763368317,-0.13178834933250475,-0.05070009034516067,0.038569727957805874
1751892200.2484663,-0.09435304578783166,-0.176669479299163,-0.11794130723478957,-0.05160996435707679,0.045949591436567044
1751892200.3373048,-0.08229804619600793,-0.16307687621684575,-0.10287255774500992,-0.05234108849069638,0.05427821994545014
1751892200.4358203,-0.07154702114584033,-0.1483170069988017,-0.08943377643230041,-0.05304593762241277,0.04365211118190355
1751892200.5451062,-0.06177336200932434,-0.13528842530600327,-0.07721670251165542,-0.0537210329452866,0.03577283168993762
1751892200.642306,-0.05362782607210702,-0.12499575283416384,-0.06703478259013378,-0.05424229496873633,0.033520752700474735
1751892200.74146,-0.04711205331442969,-0.1162936652947584,-0.058890066643037114,-0.05470942980103536,0.026285467262941932
1751892200.8366196,-0.04743620197207224,-0.11432614922777858,-0.0592952524650903,-0.05516083047253435,-0.001362548366784359
