time,error,x_speed,p_term,i_term,d_term
1751824384.7859547,-0.12717887948148154,-0.14281789048568627,-0.4451260781851854,-0.00015261465537777787,0.0
1751824384.8799882,-0.1206411680949905,-0.14281789048568627,-0.42224408833246674,-0.0015139317149663453,0.006952535850003158
1751824384.9764013,-0.11442869677576369,-0.14281789048568627,-0.4005004387151729,-0.0028378232490381904,0.006443594314372476
1751824385.0879426,-0.11181278947013712,-0.14281789048568627,-0.39134476314547995,-0.0043344321300386145,0.0023452371281552013
1751824385.1852262,-0.10690868317923866,-0.14281789048568627,-0.3741803911273353,-0.00558248754114111,0.005041041040969469
1751824385.2814312,-0.1020045768883402,-0.14281789048568627,-0.35701601910919073,-0.006760089531858373,0.0050975588475069035
1751824385.3756914,-0.09644587670776252,-0.14281789048568627,-0.3375605684771688,-0.007851010629566335,0.005897185929187298
1751824385.4920611,-0.08925274868056204,-0.14281789048568627,-0.3123846203819671,-0.00909736876012136,0.0061812710067813414
1751824385.587425,-0.08238815172474642,-0.14281789048568627,-0.28835853103661246,-0.010040190974275299,0.0071983215545996185
1751824385.6772916,-0.07552273201790066,-0.14281789048568627,-0.26432956206265235,-0.010854627858222,0.007639564409675588
1751824385.776692,-0.0689833751293493,-0.14281789048568627,-0.24144181295272255,-0.011677463890385221,0.006578811209737849
1751824385.8908265,-0.06211795542250354,-0.14281789048568627,-0.2174128439787624,-0.012528240477778518,0.006015198466332154
1751824385.9909286,-0.05492482739530307,-0.14281789048568627,-0.19223689588356074,-0.013188011913669608,0.007185785146203618
1751824386.0773675,-0.04806023043948745,-0.14281789048568627,-0.16821080653820608,-0.013686524694986364,0.007941560351554756
1751824386.1783412,-0.04152251905299639,-0.14281789048568627,-0.14532881668548736,-0.014189646113010733,0.00647467356904494
1751824386.2905219,-0.03465709934615062,-0.12983607220600007,-0.12129984771152716,-0.01465618907368361,0.006119964579210673
1751824386.3847263,-0.028119387959659563,-0.10645200385411599,-0.09841785785880847,-0.014974065569313778,0.006939919574006252
1751824386.478352,-0.021253145501783657,-0.08226514700407431,-0.07438600925624281,-0.01521284665831895,0.007333708910487464
1751824386.5742624,-0.01700363310056445,-0.07049054648721487,-0.059512715851975574,-0.01540854550645573,0.004430714871216433
1751824386.6919425,-0.015368382502911532,-0.06802533748336653,-0.05378933876019036,-0.015625571791038313,0.0013895730678621405
1751824386.7820373,-0.01569526807223611,-0.07109152149171313,-0.054933438252826386,-0.015795259244560333,-0.0003628239943264118
1751824386.881046,-0.016022153641560656,-0.07239331519303227,-0.0560775377454623,-0.015985619346523143,-0.0003301581010468332
1751824386.9731364,-0.016022153641560656,-0.07224021541550671,-0.0560775377454623,-0.016162677670044406,0.0
1751824387.0897632,-0.016021330890530504,-0.07246085220041139,-0.05607465811685676,-0.016386899540153745,7.054565991176505e-07
