time,error,x_speed,p_term,i_term,d_term
1751903446.7665722,-0.23147405995725323,-0.17988983997862662,-0.11573702997862662,-0.0,0.0
1751903446.8599644,-0.23813113530121977,-0.20879384443951776,-0.11906556765060988,-0.0,-0.0
1751903446.9568515,-0.24416733581901717,-0.20879384443951776,-0.12208366790950859,-0.0,-0.0
1751903447.0557363,-0.24802593485182456,-0.20879384443951776,-0.12401296742591228,-0.0,-0.0
1751903447.1734538,-0.25114694451843433,-0.20879384443951776,-0.12557347225921717,-0.0,-0.0
1751903447.266064,-0.24897618579748804,-0.20879384443951776,-0.12448809289874402,-0.0,0.0
1751903447.368388,-0.24645202472523386,-0.20879384443951776,-0.12322601236261693,-0.0,0.0
1751903447.4602132,-0.23895741096063783,-0.20879384443951776,-0.11947870548031891,-0.0,0.0
1751903447.5768342,-0.23540026204382114,-0.20879384443951776,-0.11770013102191057,-0.0,0.0
1751903447.664058,-0.2196676507449501,-0.20879384443951776,-0.10983382537247505,-0.0,0.0
1751903447.7638185,-0.21111867127741507,-0.20879384443951776,-0.10555933563870754,-0.0,0.0
1751903447.8544266,-0.12761710644693286,-0.20879384443951776,-0.06380855322346643,-0.0,0.0
1751903447.9644685,-0.11360573504756465,-0.20879384443951776,-0.05680286752378232,-0.0,0.0
1751903448.0672083,-0.10024594092396415,-0.20879384443951776,-0.05012297046198207,-0.0,0.0
1751903448.1610281,-0.08721193543824753,-0.20879384443951776,-0.04360596771912376,-0.0,0.0
1751903448.2545214,-0.07385214131464703,-0.20879384443951776,-0.03692607065732351,-0.0,0.0
1751903448.3661385,-0.060166558553162656,-0.20879384443951776,-0.030083279276581328,-0.0,0.0
1751903448.4667523,-0.04680676442956217,-0.20879384443951776,-0.023403382214781086,-0.0,0.0
1751903448.5652735,-0.03409444763112614,-0.20496168381112906,-0.01704722381556307,-0.0,0.0
1751903448.6610987,-0.02855194083649713,-0.19874148584826473,-0.014275970418248565,-0.0,0.0
1751903448.7716851,-0.02301435398259208,-0.19037451425473428,-0.01150717699129604,-0.0,0.0
1751903448.864633,-0.010308597105121248,-0.17649136138182148,-0.005154298552560624,-0.0,0.0
1751903448.9602652,-0.0002091493307214004,-0.15894679990900004,-0.0001045746653607002,-0.0,0.0
1751903449.0542126,0.008587143892143004,-0.13875854797202855,0.004293571946071502,-0.0,0.0
1751903449.17846,0.02031307488560026,-0.11472615573202558,0.01015653744280013,-0.0,0.0
1751903449.26647,-0.023759019234859263,-0.11513304977625265,-0.011879509617429632,-0.0,-0.0
1751903449.3608427,-0.01963599374247721,-0.11343774166986599,-0.009817996871238605,-0.0,0.0
1751903449.4573894,-0.0153579258416765,-0.10977293042371765,-0.00767896292083825,-0.0,0.0
1751903449.5736399,-0.01280436717520883,-0.1051978209689503,-0.006402183587604415,-0.0,0.0
