time,error,x_speed,p_term,i_term,d_term,alpha
0.0,-0.1648029959746895,-0.1742073883989531,-0.28016509315697213,-0.00032960599194937904,0.0,1
0.09174323081970215,-0.1712086643140135,-0.1742073883989531,-0.2910547293338229,-0.0034710531936480676,-0.0034910849999999953,1
0.18093180656433105,-0.17619596229308226,-0.1742073883989531,-0.2995331358982398,-0.006613986579422937,-0.002795928703553222,1
0.2892875671386719,-0.17868184558933356,-0.1742073883989531,-0.30375913750186706,-0.01048622803535477,-0.0011470932800779791,1
0.39604806900024414,-0.17602574543400384,-0.1742073883989531,-0.29924376723780655,-0.014244747419973093,0.0012439526365161093,1
0.4840657711029053,-0.1696312910249052,-0.1742073883989531,-0.28837319474233886,-0.017230858708117077,0.003632482021423567,1
0.5910615921020508,-0.16119192113996128,-0.1742073883989531,-0.27402626593793417,-0.02068023109627701,0.003943784816143111,1
0.6841897964477539,-0.14809429068532565,-0.1742073883989531,-0.2517602941650536,-0.023438582169352004,0.007032042841723679,1
0.7921140193939209,-0.14163974340260604,-0.1742073883989531,-0.24078756378443028,-0.026495854018356153,0.0029903144569959775,1
0.8888709545135498,-0.12887547709944822,-0.1742073883989531,-0.21908831106906196,-0.02898977325360066,0.00659604724321635,1
0.9848387241363525,-0.11888610991972065,-0.1742073883989531,-0.2021063868635251,-0.03127162021522605,0.005204542743355582,1
1.0818204879760742,-0.10890754154000859,-0.1742073883989531,-0.1851428206180146,-0.03338402931002561,0.005144559133922996,1
1.1930928230285645,-0.10042896224151764,-0.1742073883989531,-0.17072923581057997,-0.03561902233712801,0.0038098325583314913,0.972
1.2885761260986328,-0.08921577904862812,-0.1742073883989531,-0.15166682438266782,-0.0373227457910345,0.005871803149007613,0.8960000000000001
1.391996145248413,-0.08188101335057893,-0.1742073883989531,-0.13919772269598418,-0.03901637298477856,0.0035461053664215935,0.7840000000000001
1.4799728393554688,-0.07412617559815152,-0.16192782162833103,-0.1260144985168576,-0.040320648159963446,0.0044073250484900186,0.6480000000000001
1.5978822708129883,-0.06767425588301107,-0.15422680554742524,-0.11504623500111881,-0.041916534767058755,0.0027359642207523275,0.5000000000000001
1.695911169052124,-0.06009910775930958,-0.14139957566726424,-0.10216848319082628,-0.04309482463081879,0.0038637321543808245,0.3520000000000002
1.7907283306121826,-0.05459755343628557,-0.13404488399954423,-0.09281584084168547,-0.04413018163980924,0.0029011384819504662,0.21600000000000016
1.8891737461090088,-0.049112546153317935,-0.12580267966855427,-0.08349132846064049,-0.045097162642243324,0.0027858114343295498,0.10400000000000015
2.0009078979492188,-0.044670837854539035,-0.1200482152294418,-0.07594042435271636,-0.04609541427817702,0.001987623401451576,0.02800000000000008
2.0966649055480957,-0.03930050591630277,-0.11085478844839683,-0.06681086005771471,-0.04684807404691044,0.0028041456562283226,5.777789833161706e-32
2.1815240383148193,-0.03441449633816543,-0.10305790032232173,-0.05850464377488123,-0.0474321509096825,0.002878894362242012,0
2.286320924758911,-0.030503392703317714,-0.09806121062384908,-0.05185576759564011,-0.048071483025940324,0.0018660399977313516,0
2.390408754348755,-0.02757211495248358,-0.0941099837604892,-0.046872595419222084,-0.04864546734646146,0.0014080790051943547,0
2.497711658477783,-0.024311768603282942,-0.08897799306065794,-0.041330006625581,-0.049167212021590495,0.001519225586513565,0
2.5907986164093018,-0.021708739460694633,-0.08507805850818374,-0.03690485708318088,-0.04957137212497529,0.00139817069997243,0
2.676907777786255,-0.02072891357668106,-0.08459857103766913,-0.0352391530803578,-0.04992836199784396,0.0005689440405326151,0
2.7909772396087646,-0.019425759025145622,-0.0828241185492305,-0.03302379034274756,-0.05037153917334239,0.0005712109668594402,0
2.8920345306396484,-0.018776641719739827,-0.0823501703814243,-0.031920290923557706,-0.05075104248271326,0.00032116302484667877,0
2.9803545475006104,-0.017146878540199834,-0.07928097197000236,-0.029149693518339716,-0.051053925003069926,0.0009226465514072838,0
3.0835139751434326,-0.016170332616668906,-0.07840379610605416,-0.02748956544833714,-0.05138754945457585,0.00047331879685883214,0
3.1984198093414307,-0.015843723988664397,-0.07854386737568696,-0.026934330780729474,-0.0517516567189199,0.00014212012396242583,0
3.2924482822418213,-0.015192146712896641,-0.07751752629412721,-0.02582664941192429,-0.052037355590018375,0.00034647870781545436,0
3.3844614028930664,-0.01454138942724957,-0.07667169533452843,-0.02472036202632427,-0.052304955313979634,0.0003536220057754689,0
