part_number,part_rotation,distance_traveled,time_ident_stop,time_speed_est_start,time_speed_est_stop,time_catch_start,time_catch_stop
1,-11.240936279296875,0.59758,0.30681,0.30681,3.42862,3.42862,11.43203
0,12.296366373697921,0.5627,0.31067,0.31067,3.11701,3.11701,10.83411
1,21.32282384236653,0.60504,0.30525,0.30525,3.11084,3.11084,11.31002
2,-37.397037506103516,0.50495,0.29924,0.29924,2.50571,2.50571,8.70263
2,-25.11420440673828,0.54501,0.30038,0.30038,2.39573,2.39573,10.24606
0,28.14155069986979,0.59743,0.31606,0.31606,3.11567,3.11567,11.44547
1,-52.30286153157552,0.5907199999999999,0.28777,0.28777,3.51069,3.51069,11.51186
0,45.15278752644857,0.5840099999999999,0.30735,0.30735,3.04017,3.04017,11.07227
1,-31.590660095214844,0.54896,0.2887,0.2887,3.01485,3.01485,10.36738
2,8.313196818033859,0.52088,0.30434,0.30434,2.62926,2.62926,9.82756
2,-26.455079396565758,0.4505,0.28679,0.28679,2.29519,2.29519,8.20095
2,16.189208984375,0.53818,0.29716,0.29716,2.30169,2.30169,10.05621
1,-11.38482666015625,0.56347,0.29757,0.29757,3.52539,3.52539,10.99917
1,-17.374704996744796,0.55419,0.2942,0.2942,2.81022,2.81022,10.22453
0,-16.13382466634114,0.57079,0.28889,0.28889,3.00563,3.00563,10.98293
0,-29.713110605875645,0.47543,0.3067,0.3067,2.50554,2.50554,8.22286

