time,error,x_speed,p_term,i_term,d_term,alpha
0.0,-0.17623204689641025,-0.18642034728725243,-0.2995944797238974,-0.00035246409379282055,0.0,0.9938441702975689
0.0959157943725586,-0.18313812088089393,-0.18642034728725243,-0.3113348054975197,-0.0038656317626305408,-0.003600071307160802,0.9938441702975689
0.21039295196533203,-0.18980795575018972,-0.18642034728725243,-0.3226735247753225,-0.008211366815185868,-0.0029131728152363002,0.9938441702975689
0.3113563060760498,-0.1906596378433771,-0.18642034728725243,-0.3241213843337411,-0.012061294121226286,-0.000421777832506153,0.9938441702975689
0.40047621726989746,-0.18780383243821455,-0.18642034728725243,-0.31926651514496474,-0.015408706294977873,0.0016022263526221448,0.9938441702975689
0.49811244010925293,-0.18191134406344803,-0.18642034728725243,-0.30924928490786163,-0.018960933600174968,0.003017572886069987,0.9938441702975689
0.609126091003418,-0.17370728672191127,-0.18642034728725243,-0.2953023874272491,-0.022817709617358746,0.003695066901888536,0.9938441702975689
0.7062432765960693,-0.15975956591942775,-0.18642034728725243,-0.27159126206302714,-0.02592078950007844,0.007180871602368033,0.9938441702975689
0.8012895584106445,-0.14875359246114286,-0.18642034728725243,-0.25288110718394285,-0.028748484674076893,0.005789796953738982,0.9938441702975689
0.9027314186096191,-0.1382677404177633,-0.18642034728725243,-0.2350551587101976,-0.03155371203277426,0.005168404849246623,0.9938441702975689
1.015366554260254,-0.12864745082033502,-0.18642034728725243,-0.21870066639456953,-0.03445175664762562,0.004270554450818945,0.9938441702975689
1.1120107173919678,-0.11562554550757773,-0.18642034728725243,-0.19656342736288213,-0.03668666346407117,0.006737036614932488,0.9938441702975689
1.2029149532318115,-0.10452384902742437,-0.18642034728725243,-0.17769054334662143,-0.038586995588646616,0.0061062591735067595,0.9755282581475767
1.3032736778259277,-0.09425498197536053,-0.18642034728725243,-0.1602334693581129,-0.040478857544184337,0.005116080885640251,0.9455032620941838
1.4153149127960205,-0.0848467382085249,-0.1824210161229445,-0.1442394549544923,-0.042380124210597794,0.004198563042145591,0.9045084971874735
1.5029847621917725,-0.07139492866394835,-0.15733148327271623,-0.12137137872871219,-0.04363196073931555,0.007671856195311518,0.8535533905932734
1.5980563163757324,-0.061401119110756915,-0.14392542221218732,-0.10438190248828676,-0.044799460703814374,0.005255940979913815,0.7938926261462362
1.6947896480560303,-0.05397671560145555,-0.13376658455022397,-0.09176041652247442,-0.04584373021047211,0.0038375621827225516,0.7269952498697729
1.8049302101135254,-0.04839912365071379,-0.12665634821042077,-0.08227851020621345,-0.04690987154686808,0.0025320335426607704,0.6545084971874732
1.902184009552002,-0.04201284405177429,-0.1158655822103803,-0.07142183488801629,-0.047727053288718325,0.0032833059663543067,0.5782172325201147
1.9972803592681885,-0.03716966285134807,-0.10907595988944122,-0.06318842684729171,-0.04843399314018723,0.002546460098037734,0.49999999999999944
2.094815254211426,-0.03400420370553862,-0.10528172711488445,-0.05780714629941565,-0.049097312427396865,0.0016227316119280504,0.42178276747988397
2.20841908454895,-0.031249480879221227,-0.10171901691441076,-0.05312411749467608,-0.04980732457218462,0.0012124251524499347,0.3454915028125257
2.306004524230957,-0.027955086704096722,-0.09618862010565164,-0.04752364739696443,-0.0503529264576582,0.0016879537489709836,0.27300475013022607
2.4026777744293213,-0.025644713656931866,-0.0932498320786591,-0.04359601321678417,-0.0508487580215826,0.001194939159707671,0.206107373853763
2.4982006549835205,-0.024175600687779464,-0.09164015893911541,-0.041098521169225084,-0.05131062262494756,0.0007689848550572315,0.14644660940672583
2.613612174987793,-0.02251522570437618,-0.08938688150875891,-0.038275883697439506,-0.05183032590930382,0.0007193280979844209,0.09549150281252605
2.710078239440918,-0.02078478395059671,-0.08666854652872412,-0.035334132716014405,-0.05223133117094833,0.0008969173582386212,0.054496737905815884
2.8006138801574707,-0.019719817263158763,-0.08552394201553387,-0.0335236893473699,-0.05258840042909501,0.0005881477609310376,0.024471741852423068
2.894355297088623,-0.018258064641763723,-0.08318974491082902,-0.03103870989099833,-0.05293070779908291,0.0007796727792522129,0.006155829702431115
3.006704092025757,-0.017007746855715204,-0.08166959274607409,-0.028913169654715846,-0.053312867771849994,0.0005564446804917446,0.0
3.1072616577148438,-0.015979933777391285,-0.08028907878117879,-0.027165887421565185,-0.05363424841995545,0.0005110570603418374,0.006155829702431115
3.2064433097839355,-0.01499301830388197,-0.07892225674439493,-0.02548813111659935,-0.05393165488493167,0.0004975292571360936,0.006155829702431115
3.3019955158233643,-0.014338054658090488,-0.07823762880509119,-0.02437469291875383,-0.05420566143551056,0.00034272554917320176,0.006155829702431115
