time,error,x_speed,p_term,i_term,d_term,alpha,dt
0.0,-0.1440704165313572,-0.1806643023303219,-0.1800880206641965,-0.0005762816661254288,-0.0,1,0.01
0.12598347663879395,-0.15048886607726517,-0.19050950039695203,-0.18811108259658146,-0.00815992588366292,0.0034774568787535294,0.7042526681249196,0.12598347663879395
0.21207904815673828,-0.15076914411731662,-0.19050950039695203,-0.1884614301466458,-0.013352148135683596,0.0028472035235070263,0.7770096891309645,0.08609557151794434
0.3063850402832031,-0.14586619758821429,-0.19050950039695203,-0.18233274698526786,-0.018854570728192195,-0.0003206348655432307,0.7608304362358808,0.09430599212646484
0.40413737297058105,-0.13554855571978988,-0.19050950039695203,-0.16943569464973735,-0.02415464573379799,-0.0054298080887569015,0.7542381913214108,0.09775233268737793
0.5345211029052734,-0.12524077187200489,-0.19050950039695203,-0.1565509648400061,-0.03068638932442675,-0.008574904066991743,0.6970523724154787,0.13038372993469238
0.6143133640289307,-0.10480955683935586,-0.182576048858291,-0.13101194604919483,-0.03403158593545902,-0.01753251687363715,0.7899055107453137,0.07979226112365723
0.7062492370605469,-0.09429604969926775,-0.17415417367967848,-0.11787006212408468,-0.03749926179647296,-0.01878484975912083,0.7654313387532148,0.09193587303161621
0.8119769096374512,-0.08722032548828745,-0.1675909749427258,-0.10902540686035932,-0.041187902602583634,-0.01737766547978285,0.7394122222292738,0.1057276725769043
0.9133062362670898,-0.10500694173975443,-0.1808289210779142,-0.13125867717469303,-0.045444015681754435,-0.004126228221466745,0.7475157684572873,0.10132932662963867
1.0136868953704834,-0.09489240297476317,-0.17601385433030944,-0.11861550371845397,-0.04925416046355906,-0.008144190148296397,0.7492869427604607,0.10038065910339355
1.103668212890625,-0.08006790602518306,-0.16608862136264202,-0.10008488253147882,-0.052136006733649,-0.013867732097514194,0.7692676200687633,0.0899813175201416
1.2116916179656982,-0.07166183569823459,-0.15912642682373,-0.08957729462279324,-0.05523246893607049,-0.014316663264866275,0.7352519396400857,0.10802340507507324
1.3145482540130615,-0.057079606598841426,-0.14683115573505154,-0.07134950824855178,-0.057580875464735976,-0.017900772021763784,0.7446817879021593,0.10285663604736328
1.4076650142669678,-0.046323995759179185,-0.13634390679687877,-0.05790499469897398,-0.05930629162758016,-0.019132620470324622,0.763132052182756,0.09311676025390625
1.5034549236297607,-0.035419647527318875,-0.12495026214576924,-0.044274559409148595,-0.060663429558101736,-0.020012273178518905,0.7579778890345862,0.09578990936279297
1.6015052795410156,-0.025538900574198234,-0.1136359856589611,-0.03192362571774779,-0.06166506887445466,-0.020047291066758646,0.7536734876501023,0.09805035591125488
1.71756911277771,-0.01585028390962963,-0.10132601880107783,-0.019812854887037035,-0.06240092675783126,-0.01911223715620953,0.7210432054769181,0.11606383323669434
1.821617841720581,-0.01519788664374122,-0.0965442870752166,-0.018997358304676526,-0.0630334550729909,-0.014513473697549184,0.7424847017460049,0.1040487289428711
1.9100637435913086,-0.006400773430756165,-0.08699913627369814,-0.008000966788445207,-0.06325990394449227,-0.015738265540760656,0.7723083151481881,0.08844590187072754
2.0110385417938232,-0.0021671611185072118,-0.07994305038023719,-0.0027089513981340147,-0.0633474354071377,-0.013886663574965465,0.7481766967521067,0.10097479820251465
2.1204824447631836,0.003046277077755302,-0.07212759883709899,0.0038078463471941278,-0.06321407682597145,-0.012721368358321654,0.7327011046552321,0.10944390296936035
2.220529794692993,0.007606498018008806,-0.0652212878953873,0.009508122522511007,-0.0629096728383922,-0.0118197375795061,0.7499112293898125,0.10004734992980957
2.304914712905884,0.003752059252156323,-0.06531236500535917,0.004690074065195404,-0.06278302595314296,-0.007219413117411616,0.7804676660956967,0.08438491821289062
2.4106714725494385,0.0022030887035716226,-0.06451021099150038,0.0027538608794645284,-0.06268982934414413,-0.004574242526820779,0.7393592167473467,0.10575675964355469
2.5190207958221436,0.0035169558338017225,-0.06214524858035277,0.004396194792252154,-0.06253740543031518,-0.004004037942289749,0.7346651087741686,0.10834932327270508
2.6145849227905273,0.005660854089033739,-0.05936562254464146,0.007076067611292173,-0.06232101559874961,-0.004120674557184019,0.7584105320652044,0.09556412696838379
2.71163272857666,0.007542807095220847,-0.05666115953115061,0.009428508869026058,-0.062028210447525906,-0.00406145795265077,0.7555765215879143,0.09704780578613281
2.818251848220825,0.009175338056048346,-0.05396721710795729,0.011469172570060433,-0.06163690386113651,-0.0037994858168812146,0.7377911797717035,0.10661911964416504
2.927459478378296,0.010946023543669817,-0.05112713510211388,0.01368252942958727,-0.06115874814479569,-0.003650916386905459,0.7331241596950536,0.1092076301574707
3.014105796813965,0.013775797500577242,-0.04775806224316251,0.017219746875721552,-0.060681299290019565,-0.004296509828864495,0.7759029006503126,0.08664631843566895
3.116731882095337,0.015650528452490275,-0.04460829407758442,0.019563160565612844,-0.06003883830295405,-0.004132616340243212,0.7451082057694979,0.10262608528137207
3.203287124633789,0.017696679191643333,-0.0415712165575891,0.022120848989554166,-0.059426142159130904,-0.004265923388012365,0.7760857103630093,0.08655524253845215
3.3215582370758057,0.015780594342166505,-0.041097334090647246,0.01972574292770813,-0.058679586779993215,-0.002143490238362159,0.717238152662498,0.1182711124420166
3.4071552753448486,0.01617653835623893,-0.03977808105833252,0.020220672945298664,-0.05812572127089736,-0.00187303273273382,0.7780142745564367,0.08559703826904297
3.5155184268951416,0.013924440762645318,-0.04038962933894118,0.017405550953306648,-0.05752216275705111,-0.0002730175351967141,0.7346402310323358,0.10836315155029297
3.600598096847534,0.014096701699143968,-0.03972371315080879,0.01762087712392996,-0.05704242566585891,-0.0003021646088798443,0.7790595645755306,0.08507966995239258
3.7208473682403564,0.011579994036132427,-0.04102842125612453,0.014474992545165533,-0.05648543132762765,0.0009820175263375928,0.7138620348007197,0.12024927139282227
3.799785852432251,0.012214638054591748,-0.04038896184830184,0.015268297568239685,-0.056099749322434805,0.0004424899058932801,0.7916852273259212,0.07893848419189453
3.90394926071167,0.009876168381983352,-0.0418574057393528,0.01234521047747919,-0.05568825517867128,0.0014856389618392854,0.7422740254421909,0.10416340827941895
4.000870943069458,0.009196062857657991,-0.042371096816856496,0.011495078572072489,-0.055331736025378414,0.0014655606364494286,0.7558166090044378,0.09692168235778809
4.117839813232422,0.00760621903596552,-0.04365107505589169,0.0095077737949569,-0.054975859686638845,0.001817010835790249,0.719478170835034,0.11696887016296387
4.211047172546387,0.007645049610478016,-0.043767968688180316,0.00955631201309752,-0.05469082973223208,0.0013665490309542425,0.7629562186308384,0.09320735931396484
4.302977085113525,0.007098859940916621,-0.04423148238282942,0.008873574926145777,-0.054429790702754145,0.0013247333937789476,0.7654429794220138,0.09192991256713867
4.403003215789795,0.006230840754419889,-0.04496447461619197,0.007788550943024861,-0.0541804919461443,0.0014274663869274706,0.749951008182468,0.10002613067626953
4.507821559906006,0.0052190565260950145,-0.04588012240965273,0.006523820657618768,-0.05396167080097863,0.0015577277337071246,0.7410731365322694,0.10481834411621094
4.61738920211792,0.003905690226465794,-0.047126036301479504,0.004882112783082242,-0.05379049589324904,0.0017823468086872866,0.7324797398051706,0.10956764221191406
4.715070962905884,0.004361300619788959,-0.04705304287644647,0.005451625774736199,-0.05362008808370239,0.001115419432519718,0.7543720370921263,0.09768176078796387
4.8064515590667725,0.007120953535063078,-0.04501383555308041,0.008901191918828847,-0.05335980129199517,-0.0005552261799140878,0.7665173055147477,0.09138059616088867
