time,error,x_speed,p_term,i_term,d_term,alpha,dt
0.0,-0.17107056248193198,-0.2145224853523427,-0.21383820310241497,-0.000684282249927728,-0.0,1,0.01
0.08931946754455566,-0.17904229811435157,-0.22769548223387978,-0.22380287264293947,-0.007081067344138723,0.0031884577531984095,0.7705753886187736,0.08931946754455566
0.18760466575622559,-0.18561776108031688,-0.24069713423163774,-0.2320222013503961,-0.014378458719892857,0.005703525838651228,0.7532290965042694,0.09828519821166992
0.2967050075531006,-0.1854789582849067,-0.25020685207748944,-0.23184869785613338,-0.022472785817897512,0.004114631596541462,0.7333164247243648,0.109100341796875
0.38912296295166016,-0.17910750620131904,-0.2511825483990234,-0.2238843827516488,-0.029093885625761807,-0.00010167969433143992,0.7644910123832249,0.09241795539855957
0.4932518005371094,-0.16848779838090355,-0.2511825483990234,-0.21060974797612944,-0.036111661062855814,-0.005331085713295561,0.7423375223416662,0.10412883758544922
0.5875089168548584,-0.14855729974990303,-0.24157628045562246,-0.1856966246873788,-0.04171269413580675,-0.014166961632436928,0.7609247559103458,0.09425711631774902
0.7342407703399658,-0.137363993642382,-0.23600488735898706,-0.1717049920529775,-0.04977496349151203,-0.014524931814497528,0.6715437855160714,0.14673185348510742
0.819223165512085,-0.11011388790374216,-0.21663561281682264,-0.1376423598796777,-0.05351806026582173,-0.025475192671323213,0.7792564121428853,0.08498239517211914
1.0089631080627441,-0.10805120662694392,-0.21323041718511776,-0.1350640082836799,-0.061718712160992034,-0.016447696740445838,0.6125700069255995,0.18973994255065918
1.1959855556488037,-0.08446919109925881,-0.19343999894831881,-0.10558648887407351,-0.06803776610699122,-0.01981574396725408,0.6159880339950621,0.18702244758605957
1.3102467060089111,-0.0721618428305432,-0.18183020118646387,-0.09020230353817899,-0.07133588417656048,-0.020292013471724397,0.7241808693362076,0.11426115036010742
1.4055378437042236,-0.06936385801691568,-0.17750057371796557,-0.0867048225211446,-0.07397978855470769,-0.016815962642113255,0.7589342927066526,0.0952911376953125
1.5007998943328857,-0.06334288885939732,-0.17138178972413495,-0.07917861107424665,-0.07639345794890354,-0.015809720700984766,0.7589901421673334,0.09526205062866211
1.5976660251617432,-0.055732745632388864,-0.16400487676554354,-0.06966593204048607,-0.0785529041208549,-0.01578604060420259,0.7559224048004503,0.09686613082885742
1.7379891872406006,-0.04758725923787627,-0.1551631026907354,-0.059484074047345334,-0.08122394199722494,-0.01445508664616513,0.6813177816575386,0.14032316207885742
1.8745367527008057,-0.03697968628467067,-0.14426178514883634,-0.04622460785583833,-0.0832437364506865,-0.01479344084231152,0.687210337970256,0.13654756546020508
2.0390586853027344,-0.02555710142858664,-0.1313439684932795,-0.0319463767857333,-0.08492561793818033,-0.014471973769365888,0.6458252645243437,0.1645219326019287
2.1266889572143555,-0.01800196129188319,-0.12315753626570537,-0.02250245161485399,-0.08555662464336042,-0.015098460007490955,0.7739333631517803,0.0876302719116211
2.301982879638672,-0.00926462269046062,-0.11099359269731544,-0.011580778363075774,-0.08620623746383728,-0.013206576870402381,0.6311883780667753,0.1752939224243164
2.3958613872528076,-0.006697803119254386,-0.1061922301694305,-0.008372253899067983,-0.08645774936828884,-0.011362226902073669,0.7616561812859713,0.09387850761413574
2.5277183055877686,-0.003560579198891224,-0.10044221744651374,-0.00445072399861403,-0.08664554416855019,-0.00934594927934952,0.6946745258977446,0.13185691833496094
2.7167439460754395,-0.0006784775048786711,-0.09445706338699364,-0.0008480968810983389,-0.08669684402651666,-0.006912122479378638,0.613464765775535,0.1890256404876709
2.9083471298217773,-0.0008496853879082806,-0.09197252974537508,-0.0010621067348853507,-0.08676196499671905,-0.0041484580137706685,0.6102482854439707,0.1916031837463379
3.007023334503174,0.0015309706187563248,-0.08910377869182558,0.0019137132734454061,-0.08670153684866401,-0.004315955116606972,0.7524903580331463,0.09867620468139648
3.098383903503418,0.0023118807653211312,-0.08743469809082656,0.002889850956651414,-0.08661705095179183,-0.0037074980956861496,0.7665565306345741,0.09136056900024414
3.1911091804504395,0.003052784594747282,-0.08589728713569342,0.0038159807434341025,-0.0865038228329888,-0.0032094450461387205,0.7638927708757334,0.09272527694702148
3.3032124042510986,0.0027654043813381767,-0.08511998222483529,0.003456755476672721,-0.08637981853448462,-0.0021969191670233833,0.7279729511291441,0.11210322380065918
3.396944761276245,0.004169115238342685,-0.08339905820631087,0.005211394047928357,-0.0862235061352849,-0.002386946118954337,0.7619389025241833,0.09373235702514648
3.495858907699585,0.004307868633990064,-0.08253287480738974,0.00538483579248758,-0.0860530624757509,-0.0018646481241264305,0.7520415174287424,0.09891414642333984
