time,error,x_speed,p_term,i_term,d_term
0.0,-0.1749153666205054,-0.18443107771124082,-0.27986458659280866,-0.00034983073324101085,0.0
0.1014854907989502,-0.1822401714914685,-0.18443107771124082,-0.29158427438634965,-0.004048777382660317,-0.003608794130716698
0.19732332229614258,-0.1881197584068423,-0.18443107771124082,-0.3009916134509477,-0.007654575324157817,-0.0030674665857532693
0.30390286445617676,-0.19240006444481667,-0.18443107771124082,-0.3078401031117067,-0.011755757480175745,-0.0020080336015833498
0.40308237075805664,-0.193070808671773,-0.18443107771124082,-0.30891329387483685,-0.015585490977249976,-0.0003381465848976655
0.4960753917694092,-0.19187058498133477,-0.18443107771124082,-0.30699293597013566,-0.019154016045375928,0.0006453299814250103
0.5919291973114014,-0.18870908435181433,-0.18443107771124082,-0.30193453496290296,-0.02277171282046917,0.0016491262979305703
0.7070999145507812,-0.18499385252834613,-0.18443107771124082,-0.29599016404535383,-0.02703288775658231,0.0016129238023872708
0.799217939376831,-0.17468061199225243,-0.18443107771124082,-0.2794889791876039,-0.030251134347008685,0.005597840680783488
0.9006671905517578,-0.16532746071337517,-0.18443107771124082,-0.26452393714140027,-0.03360560376461349,0.004609768515072537
0.9920744895935059,-0.15410019343181905,-0.18443107771124082,-0.24656030949091048,-0.03642278025729619,0.006141340680260308
1.1105155944824219,-0.14503114571720413,-0.18443107771124082,-0.2320498331475266,-0.039858310085706394,0.0038285051980562965
1.2092092037200928,-0.13334328091455752,-0.18443107771124082,-0.21334924946329203,-0.042490336017916464,0.0059212875549521414
1.3040730953216553,-0.12244152609952741,-0.18443107771124082,-0.19590644175924388,-0.04481339194980355,0.005745998098422177
1.3955652713775635,-0.11138514774149713,-0.18443107771124082,-0.17821623638639542,-0.04685156585923923,0.0060422534661729145
1.512826681137085,-0.10202871278756911,-0.18443107771124082,-0.1632459404601106,-0.04924437199872317,0.003989562709981101
1.610142469406128,-0.08896096944415367,-0.18443107771124082,-0.1423375511106459,-0.050975833372050375,0.006714092120020575
1.7024993896484375,-0.0786640163442677,-0.17271674943572848,-0.12586242615082832,-0.05242886662873983,0.005574543343839676
1.801072120666504,-0.06866018022768006,-0.158564416712558,-0.1098562883642881,-0.05378247092418684,0.005074342575916935
1.910508394241333,-0.06052140667949167,-0.14822287002256632,-0.09683425068718668,-0.055107118367888897,0.003718499032509247
2.0009825229644775,-0.05000046284115054,-0.13019827027463227,-0.08000074054584087,-0.05601186803015032,0.005814338301358921
2.09730863571167,-0.043055883405084164,-0.12212603947057313,-0.06888941344813466,-0.05684134920601194,0.003604723183573496
2.1964032649993896,-0.038098340806240014,-0.11605234427864071,-0.060957345289984026,-0.05759641739774625,0.002501418409089559
2.3094706535339355,-0.03461464854693114,-0.11222207461745974,-0.055383437675089825,-0.05837917498099478,0.0015405380386248556
2.401315450668335,-0.02902077163788433,-0.10230020312125034,-0.04643323462061493,-0.05891225635774782,0.003045287857112423
2.505061149597168,-0.02742545550321262,-0.10259318084606024,-0.04388072880514019,-0.0594813109676723,0.000768858926752259
2.5951614379882812,-0.02298621738743027,-0.0942099734672446,-0.03677794781988843,-0.05989552393079796,0.0024634982834417854
2.7102510929107666,-0.021484336051167466,-0.09372245447767624,-0.034374937681867945,-0.06,0.0006524832041916999
2.8003034591674805,-0.018153839057950465,-0.08719694233748958,-0.029046142492720747,-0.06,0.0018492001552311765
2.899797201156616,-0.017590286559940133,-0.08786124847347292,-0.028144458495904214,-0.06,0.0002832100224312953
3.0016679763793945,-0.016197633011689496,-0.08523267352826142,-0.025916212818703196,-0.06,0.0006835392904417787
3.111884832382202,-0.015113719789800723,-0.08369023321824612,-0.02418195166368116,-0.06,0.0004917184454350441
3.199707508087158,-0.013029640013983436,-0.07966089687600253,-0.0208474240223735,-0.06,0.0011865271463709665
3.3001160621643066,-0.013232383436637817,-0.08127277273686359,-0.021171813498620507,-0.06,-0.00010095923824308999
3.396597146987915,-0.012772801573421966,-0.08019831051513081,-0.02043648251747515,-0.06,0.00023817200234433562
